"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
6,1015,101,1,0.186768,11,1,"RMFGorb","joke","MDRight"
7,3526,352,1,0.315983,11,1,"LPrecG","joke","MDLeft"
8,3381,338,1,0.032345,11,1,"RPrecG","joke","MDRight"
9,1858,185,1,0.214509,11,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.329596,11,1,"RInsula","joke","MDRight"
11,2147,214,1,1.604773,11,1,"LSMA","joke","MDLeft"
12,2371,237,1,0.860372,11,1,"RSMA","joke","MDRight"
13,2447,244,1,0.356978,11,1,"LParInf","joke","MDLeft"
14,1345,134,1,-0.320526,11,1,"RParInf","joke","MDRight"
15,2065,206,1,0.643512,11,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.087654,11,1,"RParSup","joke","MDRight"
17,1615,161,1,-0.373874,11,1,"LACC","joke","MDLeft"
18,1958,195,1,-0.215713,11,1,"RACC","joke","MDRight"
1,1038,103,1,0.635494,11,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.647827,11,2,"RIFGop","lit","MDRight"
3,4863,486,1,1.243026,11,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.608826,11,2,"RMFG","lit","MDRight"
5,888,88,1,2.647041,11,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.603191,11,2,"RMFGorb","lit","MDRight"
7,3526,352,1,0.370162,11,2,"LPrecG","lit","MDLeft"
8,3381,338,1,0.528834,11,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.363295,11,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.606607,11,2,"RInsula","lit","MDRight"
11,2147,214,1,2.080555,11,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.048389,11,2,"RSMA","lit","MDRight"
13,2447,244,1,0.548888,11,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.012392,11,2,"RParInf","lit","MDRight"
15,2065,206,1,0.71269,11,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.419939,11,2,"RParSup","lit","MDRight"
17,1615,161,1,-0.155921,11,2,"LACC","lit","MDLeft"
18,1958,195,1,0.032567,11,2,"RACC","lit","MDRight"
1,1038,103,1,-0.158124,11,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,-0.233559,11,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,-0.557847,11,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,-0.416875,11,3,"RMFG","joke-lit","MDRight"
5,888,88,1,-0.877265,11,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,-0.416423,11,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,-0.054179,11,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,-0.496489,11,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,-0.148785,11,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,-0.277011,11,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,-0.475783,11,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,-0.188017,11,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,-0.19191,11,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,-0.332918,11,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,-0.069177,11,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,-0.332285,11,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,-0.217954,11,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,-0.24828,11,3,"RACC","joke-lit","MDRight"
1,1038,103,1,1.628783,12,1,"LIFGop","joke","MDLeft"
2,1399,139,1,0.762626,12,1,"RIFGop","joke","MDRight"
3,4863,486,1,1.268549,12,1,"LMFG","joke","MDLeft"
4,5104,510,1,0.817062,12,1,"RMFG","joke","MDRight"
5,888,88,1,0.467403,12,1,"LMFGorb","joke","MDLeft"
6,1015,101,1,0.655399,12,1,"RMFGorb","joke","MDRight"
7,3526,352,1,1.456069,12,1,"LPrecG","joke","MDLeft"
8,3381,338,1,1.192003,12,1,"RPrecG","joke","MDRight"
9,1858,185,1,1.176229,12,1,"LInsula","joke","MDLeft"
10,1770,177,1,0.702148,12,1,"RInsula","joke","MDRight"
11,2147,214,1,2.10467,12,1,"LSMA","joke","MDLeft"
12,2371,237,1,1.24784,12,1,"RSMA","joke","MDRight"
13,2447,244,1,0.952203,12,1,"LParInf","joke","MDLeft"
14,1345,134,1,0.566102,12,1,"RParInf","joke","MDRight"
15,2065,206,1,1.329126,12,1,"LParSup","joke","MDLeft"
16,2222,222,1,0.754242,12,1,"RParSup","joke","MDRight"
17,1615,161,1,1.559054,12,1,"LACC","joke","MDLeft"
18,1958,195,1,1.122998,12,1,"RACC","joke","MDRight"
1,1038,103,1,1.312593,12,2,"LIFGop","lit","MDLeft"
2,1399,139,1,0.738212,12,2,"RIFGop","lit","MDRight"
3,4863,486,1,0.932612,12,2,"LMFG","lit","MDLeft"
4,5104,510,1,0.732913,12,2,"RMFG","lit","MDRight"
5,888,88,1,0.359307,12,2,"LMFGorb","lit","MDLeft"
6,1015,101,1,0.49684,12,2,"RMFGorb","lit","MDRight"
7,3526,352,1,1.301294,12,2,"LPrecG","lit","MDLeft"
8,3381,338,1,1.154138,12,2,"RPrecG","lit","MDRight"
9,1858,185,1,0.860316,12,2,"LInsula","lit","MDLeft"
10,1770,177,1,0.540829,12,2,"RInsula","lit","MDRight"
11,2147,214,1,1.763033,12,2,"LSMA","lit","MDLeft"
12,2371,237,1,1.048363,12,2,"RSMA","lit","MDRight"
13,2447,244,1,0.816825,12,2,"LParInf","lit","MDLeft"
14,1345,134,1,0.482379,12,2,"RParInf","lit","MDRight"
15,2065,206,1,1.069282,12,2,"LParSup","lit","MDLeft"
16,2222,222,1,0.708068,12,2,"RParSup","lit","MDRight"
17,1615,161,1,1.084463,12,2,"LACC","lit","MDLeft"
18,1958,195,1,0.886289,12,2,"RACC","lit","MDRight"
1,1038,103,1,0.31619,12,3,"LIFGop","joke-lit","MDLeft"
2,1399,139,1,0.024414,12,3,"RIFGop","joke-lit","MDRight"
3,4863,486,1,0.335936,12,3,"LMFG","joke-lit","MDLeft"
4,5104,510,1,0.084149,12,3,"RMFG","joke-lit","MDRight"
5,888,88,1,0.108096,12,3,"LMFGorb","joke-lit","MDLeft"
6,1015,101,1,0.158559,12,3,"RMFGorb","joke-lit","MDRight"
7,3526,352,1,0.154775,12,3,"LPrecG","joke-lit","MDLeft"
8,3381,338,1,0.037866,12,3,"RPrecG","joke-lit","MDRight"
9,1858,185,1,0.315913,12,3,"LInsula","joke-lit","MDLeft"
10,1770,177,1,0.161319,12,3,"RInsula","joke-lit","MDRight"
11,2147,214,1,0.341637,12,3,"LSMA","joke-lit","MDLeft"
12,2371,237,1,0.199477,12,3,"RSMA","joke-lit","MDRight"
13,2447,244,1,0.135378,12,3,"LParInf","joke-lit","MDLeft"
14,1345,134,1,0.083722,12,3,"RParInf","joke-lit","MDRight"
15,2065,206,1,0.259844,12,3,"LParSup","joke-lit","MDLeft"
16,2222,222,1,0.046174,12,3,"RParSup","joke-lit","MDRight"
17,1615,161,1,0.474591,12,3,"LACC","joke-lit","MDLeft"
18,1958,195,1,0.236709,12,3,"RACC","joke-lit","MDRight"
1,1885,188,1,1.557441,1,1,"DMPFC","joke","ToM"
2,3322,332,1,0.319865,1,1,"LTPJ","joke","ToM"
3,1525,152,1,0.013194,1,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.021808,1,1,"PC","joke","ToM"
5,3419,341,1,0.071869,1,1,"RTPJ","joke","ToM"
7,4051,405,1,0.297458,1,1,"RSTS","joke","ToM"
1,1885,188,1,1.40271,1,2,"DMPFC","lit","ToM"
2,3322,332,1,0.229798,1,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.430563,1,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.237655,1,2,"PC","lit","ToM"
5,3419,341,1,-0.120294,1,2,"RTPJ","lit","ToM"
7,4051,405,1,0.114143,1,2,"RSTS","lit","ToM"
1,1885,188,1,0.154731,1,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.090067,1,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.443757,1,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.215847,1,3,"PC","joke-lit","ToM"
5,3419,341,1,0.192163,1,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.183316,1,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.504243,2,1,"DMPFC","joke","ToM"
2,3322,332,1,0.42261,2,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.137268,2,1,"MMPFC","joke","ToM"
4,4182,418,1,0.065792,2,1,"PC","joke","ToM"
5,3419,341,1,0.103543,2,1,"RTPJ","joke","ToM"
7,4051,405,1,0.492773,2,1,"RSTS","joke","ToM"
1,1885,188,1,0.569899,2,2,"DMPFC","lit","ToM"
2,3322,332,1,0.3581,2,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.493862,2,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.022212,2,2,"PC","lit","ToM"
5,3419,341,1,0.160711,2,2,"RTPJ","lit","ToM"
7,4051,405,1,0.58417,2,2,"RSTS","lit","ToM"
1,1885,188,1,-0.065657,2,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.06451,2,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.356594,2,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.088004,2,3,"PC","joke-lit","ToM"
5,3419,341,1,-0.057168,2,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,-0.091397,2,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.519893,3,1,"DMPFC","joke","ToM"
2,3322,332,1,0.056116,3,1,"LTPJ","joke","ToM"
3,1525,152,1,0.060522,3,1,"MMPFC","joke","ToM"
4,4182,418,1,0.037049,3,1,"PC","joke","ToM"
5,3419,341,1,0.163833,3,1,"RTPJ","joke","ToM"
7,4051,405,1,0.080908,3,1,"RSTS","joke","ToM"
1,1885,188,1,0.098289,3,2,"DMPFC","lit","ToM"
2,3322,332,1,-0.251284,3,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.133653,3,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.219522,3,2,"PC","lit","ToM"
5,3419,341,1,0.04865,3,2,"RTPJ","lit","ToM"
7,4051,405,1,-0.005071,3,2,"RSTS","lit","ToM"
1,1885,188,1,0.421604,3,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.3074,3,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.194175,3,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.25657,3,3,"PC","joke-lit","ToM"
5,3419,341,1,0.115183,3,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.085979,3,3,"RSTS","joke-lit","ToM"
1,1885,188,1,-0.056584,4,1,"DMPFC","joke","ToM"
2,3322,332,1,0.855038,4,1,"LTPJ","joke","ToM"
3,1525,152,1,0.386472,4,1,"MMPFC","joke","ToM"
4,4182,418,1,0.250964,4,1,"PC","joke","ToM"
5,3419,341,1,0.085078,4,1,"RTPJ","joke","ToM"
7,4051,405,1,0.40728,4,1,"RSTS","joke","ToM"
1,1885,188,1,-0.138515,4,2,"DMPFC","lit","ToM"
2,3322,332,1,0.686394,4,2,"LTPJ","lit","ToM"
3,1525,152,1,0.319656,4,2,"MMPFC","lit","ToM"
4,4182,418,1,0.158318,4,2,"PC","lit","ToM"
5,3419,341,1,-0.030764,4,2,"RTPJ","lit","ToM"
7,4051,405,1,0.281052,4,2,"RSTS","lit","ToM"
1,1885,188,1,0.081931,4,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.168645,4,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.066816,4,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.092646,4,3,"PC","joke-lit","ToM"
5,3419,341,1,0.115842,4,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.126228,4,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.122145,5,1,"DMPFC","joke","ToM"
2,3322,332,1,0.322294,5,1,"LTPJ","joke","ToM"
3,1525,152,1,0.046985,5,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.01777,5,1,"PC","joke","ToM"
5,3419,341,1,0.103643,5,1,"RTPJ","joke","ToM"
7,4051,405,1,0.162122,5,1,"RSTS","joke","ToM"
1,1885,188,1,0.03604,5,2,"DMPFC","lit","ToM"
2,3322,332,1,0.285254,5,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.088994,5,2,"MMPFC","lit","ToM"
4,4182,418,1,0.033073,5,2,"PC","lit","ToM"
5,3419,341,1,0.090922,5,2,"RTPJ","lit","ToM"
7,4051,405,1,0.207606,5,2,"RSTS","lit","ToM"
1,1885,188,1,0.086105,5,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.03704,5,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.135979,5,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,-0.050844,5,3,"PC","joke-lit","ToM"
5,3419,341,1,0.01272,5,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,-0.045483,5,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.919579,6,1,"DMPFC","joke","ToM"
2,3322,332,1,0.550602,6,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.08975,6,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.024874,6,1,"PC","joke","ToM"
5,3419,341,1,0.180743,6,1,"RTPJ","joke","ToM"
7,4051,405,1,0.384151,6,1,"RSTS","joke","ToM"
1,1885,188,1,0.76507,6,2,"DMPFC","lit","ToM"
2,3322,332,1,0.37786,6,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.349049,6,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.375514,6,2,"PC","lit","ToM"
5,3419,341,1,-0.101071,6,2,"RTPJ","lit","ToM"
7,4051,405,1,0.229269,6,2,"RSTS","lit","ToM"
1,1885,188,1,0.154509,6,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.172742,6,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.259299,6,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.35064,6,3,"PC","joke-lit","ToM"
5,3419,341,1,0.281814,6,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.154882,6,3,"RSTS","joke-lit","ToM"
1,1885,188,1,-0.30342,7,1,"DMPFC","joke","ToM"
2,3322,332,1,0.238064,7,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.307757,7,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.36601,7,1,"PC","joke","ToM"
5,3419,341,1,-0.308336,7,1,"RTPJ","joke","ToM"
7,4051,405,1,-0.227989,7,1,"RSTS","joke","ToM"
1,1885,188,1,-0.024737,7,2,"DMPFC","lit","ToM"
2,3322,332,1,0.330174,7,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.10892,7,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.220973,7,2,"PC","lit","ToM"
5,3419,341,1,-0.240613,7,2,"RTPJ","lit","ToM"
7,4051,405,1,-0.005767,7,2,"RSTS","lit","ToM"
1,1885,188,1,-0.278683,7,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,-0.09211,7,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,-0.198836,7,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,-0.145037,7,3,"PC","joke-lit","ToM"
5,3419,341,1,-0.067723,7,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,-0.222222,7,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.266087,8,1,"DMPFC","joke","ToM"
2,3322,332,1,0.418915,8,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.233988,8,1,"MMPFC","joke","ToM"
4,4182,418,1,0.181473,8,1,"PC","joke","ToM"
5,3419,341,1,-0.051848,8,1,"RTPJ","joke","ToM"
7,4051,405,1,0.146185,8,1,"RSTS","joke","ToM"
1,1885,188,1,0.217561,8,2,"DMPFC","lit","ToM"
2,3322,332,1,0.359153,8,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.341632,8,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.060155,8,2,"PC","lit","ToM"
5,3419,341,1,-0.323321,8,2,"RTPJ","lit","ToM"
7,4051,405,1,0.015529,8,2,"RSTS","lit","ToM"
1,1885,188,1,0.048526,8,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.059761,8,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.107644,8,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.241628,8,3,"PC","joke-lit","ToM"
5,3419,341,1,0.271474,8,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.130656,8,3,"RSTS","joke-lit","ToM"
1,1885,188,1,1.077979,9,1,"DMPFC","joke","ToM"
2,3322,332,1,0.984225,9,1,"LTPJ","joke","ToM"
3,1525,152,1,0.810545,9,1,"MMPFC","joke","ToM"
4,4182,418,1,0.093261,9,1,"PC","joke","ToM"
5,3419,341,1,0.205047,9,1,"RTPJ","joke","ToM"
7,4051,405,1,0.375749,9,1,"RSTS","joke","ToM"
1,1885,188,1,0.71627,9,2,"DMPFC","lit","ToM"
2,3322,332,1,0.839436,9,2,"LTPJ","lit","ToM"
3,1525,152,1,0.481139,9,2,"MMPFC","lit","ToM"
4,4182,418,1,0.02391,9,2,"PC","lit","ToM"
5,3419,341,1,0.155794,9,2,"RTPJ","lit","ToM"
7,4051,405,1,0.271557,9,2,"RSTS","lit","ToM"
1,1885,188,1,0.361709,9,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.14479,9,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.329406,9,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.069351,9,3,"PC","joke-lit","ToM"
5,3419,341,1,0.049253,9,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.104192,9,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.932409,10,1,"DMPFC","joke","ToM"
2,3322,332,1,0.388853,10,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.113281,10,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.063321,10,1,"PC","joke","ToM"
5,3419,341,1,0.272312,10,1,"RTPJ","joke","ToM"
7,4051,405,1,0.382059,10,1,"RSTS","joke","ToM"
1,1885,188,1,0.160284,10,2,"DMPFC","lit","ToM"
2,3322,332,1,0.236965,10,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.836877,10,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.249133,10,2,"PC","lit","ToM"
5,3419,341,1,-0.041346,10,2,"RTPJ","lit","ToM"
7,4051,405,1,0.191917,10,2,"RSTS","lit","ToM"
1,1885,188,1,0.772126,10,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.151888,10,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.723595,10,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.185812,10,3,"PC","joke-lit","ToM"
5,3419,341,1,0.313658,10,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.190141,10,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.722196,11,1,"DMPFC","joke","ToM"
2,3322,332,1,0.506996,11,1,"LTPJ","joke","ToM"
3,1525,152,1,-0.375537,11,1,"MMPFC","joke","ToM"
4,4182,418,1,-0.106568,11,1,"PC","joke","ToM"
5,3419,341,1,-0.229676,11,1,"RTPJ","joke","ToM"
7,4051,405,1,0.037038,11,1,"RSTS","joke","ToM"
1,1885,188,1,0.965552,11,2,"DMPFC","lit","ToM"
2,3322,332,1,0.537506,11,2,"LTPJ","lit","ToM"
3,1525,152,1,-0.877908,11,2,"MMPFC","lit","ToM"
4,4182,418,1,-0.072221,11,2,"PC","lit","ToM"
5,3419,341,1,-0.136788,11,2,"RTPJ","lit","ToM"
7,4051,405,1,0.130322,11,2,"RSTS","lit","ToM"
1,1885,188,1,-0.243357,11,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,-0.03051,11,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.502371,11,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,-0.034347,11,3,"PC","joke-lit","ToM"
5,3419,341,1,-0.092888,11,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,-0.093284,11,3,"RSTS","joke-lit","ToM"
1,1885,188,1,0.930452,12,1,"DMPFC","joke","ToM"
2,3322,332,1,1.407362,12,1,"LTPJ","joke","ToM"
3,1525,152,1,0.585798,12,1,"MMPFC","joke","ToM"
4,4182,418,1,0.430363,12,1,"PC","joke","ToM"
5,3419,341,1,1.03782,12,1,"RTPJ","joke","ToM"
7,4051,405,1,0.494626,12,1,"RSTS","joke","ToM"
1,1885,188,1,0.629423,12,2,"DMPFC","lit","ToM"
2,3322,332,1,1.126575,12,2,"LTPJ","lit","ToM"
3,1525,152,1,0.273889,12,2,"MMPFC","lit","ToM"
4,4182,418,1,0.33008,12,2,"PC","lit","ToM"
5,3419,341,1,0.695362,12,2,"RTPJ","lit","ToM"
7,4051,405,1,0.45301,12,2,"RSTS","lit","ToM"
1,1885,188,1,0.30103,12,3,"DMPFC","joke-lit","ToM"
2,3322,332,1,0.280787,12,3,"LTPJ","joke-lit","ToM"
3,1525,152,1,0.31191,12,3,"MMPFC","joke-lit","ToM"
4,4182,418,1,0.100283,12,3,"PC","joke-lit","ToM"
5,3419,341,1,0.342459,12,3,"RTPJ","joke-lit","ToM"
7,4051,405,1,0.041616,12,3,"RSTS","joke-lit","ToM"
1,1885,188,1,1.321377,1,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.217272,1,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.413599,1,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.21771,1,1,"PC","low","ToMCustom"
5,3419,341,1,-0.110854,1,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.098782,1,1,"RSTS","low","ToMCustom"
1,1885,188,1,1.711367,1,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.225644,1,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.196834,1,2,"MMPFC","med","ToMCustom"
4,4182,418,1,-0.14368,1,2,"PC","med","ToMCustom"
5,3419,341,1,-0.062993,1,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.197758,1,2,"RSTS","med","ToMCustom"
1,1885,188,1,1.73981,1,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.372734,1,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.229905,1,3,"MMPFC","high","ToMCustom"
4,4182,418,1,-0.005731,1,3,"PC","high","ToMCustom"
5,3419,341,1,0.12674,1,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.385151,1,3,"RSTS","high","ToMCustom"
1,1885,188,1,0.579708,1,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.400139,1,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.564674,1,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.012312,1,4,"PC","other","ToMCustom"
5,3419,341,1,0.08857,1,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.206633,1,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.418434,1,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.155461,1,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.643504,1,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.211978,1,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.237595,1,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.286369,1,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.635242,2,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.398213,2,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.434371,2,1,"MMPFC","low","ToMCustom"
4,4182,418,1,0.052518,2,1,"PC","low","ToMCustom"
5,3419,341,1,0.179451,2,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.574956,2,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.434923,2,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.293441,2,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.352213,2,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.005611,2,2,"PC","med","ToMCustom"
5,3419,341,1,0.111887,2,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.495005,2,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.660391,2,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.524411,2,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.190219,2,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.081858,2,3,"PC","high","ToMCustom"
5,3419,341,1,0.073861,2,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.576326,2,3,"RSTS","high","ToMCustom"
1,1885,188,1,0.416354,2,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.754704,2,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.512734,2,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.064311,2,4,"PC","other","ToMCustom"
5,3419,341,1,0.713395,2,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.801301,2,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.025148,2,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.126198,2,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.62459,2,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.02934,2,5,"PC","paramfun","ToMCustom"
5,3419,341,1,-0.105589,2,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.00137,2,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.410184,3,1,"DMPFC","low","ToMCustom"
2,3322,332,1,-0.186857,3,1,"LTPJ","low","ToMCustom"
3,1525,152,1,0.063408,3,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.231246,3,1,"PC","low","ToMCustom"
5,3419,341,1,0.092667,3,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.063089,3,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.441455,3,2,"DMPFC","med","ToMCustom"
2,3322,332,1,-0.051833,3,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.020879,3,2,"MMPFC","med","ToMCustom"
4,4182,418,1,-0.056161,3,2,"PC","med","ToMCustom"
5,3419,341,1,0.105787,3,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.023449,3,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.301948,3,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.08715,3,3,"LTPJ","high","ToMCustom"
3,1525,152,1,-0.034872,3,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.093555,3,3,"PC","high","ToMCustom"
5,3419,341,1,0.170793,3,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.09356,3,3,"RSTS","high","ToMCustom"
1,1885,188,1,-0.757201,3,4,"DMPFC","other","ToMCustom"
2,3322,332,1,-0.650247,3,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.739535,3,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.607721,3,4,"PC","other","ToMCustom"
5,3419,341,1,0.066658,3,4,"RTPJ","other","ToMCustom"
7,4051,405,1,-0.081124,3,4,"RSTS","other","ToMCustom"
1,1885,188,1,-0.108236,3,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.274006,3,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,-0.09828,3,5,"MMPFC","paramfun","ToMCustom"
