"Group","ROIName","ROI","SubjectNumber","contrastName","sigChange"
"MDRight","RMFG orb",6,5,"joke-lit",-0.140618
"MDLeft","LPrecG",7,5,"joke-lit",0.235914
"MDRight","RPrecG",8,5,"joke-lit",0.124364
"MDLeft","LInsula",9,5,"joke-lit",0.176887
"MDRight","RInsula",10,5,"joke-lit",0.124529
"MDLeft","LSMA",11,5,"joke-lit",0.196876
"MDRight","RSMA",12,5,"joke-lit",0.060865
"MDLeft","LPar Inf",13,5,"joke-lit",0.239259
"MDRight","RPar Inf",14,5,"joke-lit",0.348679
"MDLeft","LPar Sup",15,5,"joke-lit",0.013074
"MDRight","RPar Sup",16,5,"joke-lit",-0.027962
"MDLeft","LACC",17,5,"joke-lit",0.243496
"MDRight","RACC",18,5,"joke-lit",0.182888
"MDLeft","LIFG op",1,6,"joke",1.170779
"MDRight","RIFG op",2,6,"joke",0.382809
"MDLeft","LMFG",3,6,"joke",0.481105
"MDRight","RMFG",4,6,"joke",0.488662
"MDLeft","LMFG orb",5,6,"joke",0.030799
"MDRight","RMFG orb",6,6,"joke",-0.053863
"MDLeft","LPrecG",7,6,"joke",1.673868
"MDRight","RPrecG",8,6,"joke",0.779975
"MDLeft","LInsula",9,6,"joke",0.855334
"MDRight","RInsula",10,6,"joke",0.547275
"MDLeft","LSMA",11,6,"joke",1.616544
"MDRight","RSMA",12,6,"joke",1.044903
"MDLeft","LPar Inf",13,6,"joke",0.227622
"MDRight","RPar Inf",14,6,"joke",0.456825
"MDLeft","LPar Sup",15,6,"joke",0.852862
"MDRight","RPar Sup",16,6,"joke",0.501658
"MDLeft","LACC",17,6,"joke",1.066138
"MDRight","RACC",18,6,"joke",0.308955
"MDLeft","LIFG op",1,6,"lit",1.103316
"MDRight","RIFG op",2,6,"lit",0.114964
"MDLeft","LMFG",3,6,"lit",0.322543
"MDRight","RMFG",4,6,"lit",0.265123
"MDLeft","LMFG orb",5,6,"lit",0.022608
"MDRight","RMFG orb",6,6,"lit",-0.069821
"MDLeft","LPrecG",7,6,"lit",1.556733
"MDRight","RPrecG",8,6,"lit",0.621819
"MDLeft","LInsula",9,6,"lit",0.728242
"MDRight","RInsula",10,6,"lit",0.584252
"MDLeft","LSMA",11,6,"lit",1.405693
"MDRight","RSMA",12,6,"lit",0.935938
"MDLeft","LPar Inf",13,6,"lit",-0.022827
"MDRight","RPar Inf",14,6,"lit",0.106289
"MDLeft","LPar Sup",15,6,"lit",0.630294
"MDRight","RPar Sup",16,6,"lit",0.155495
"MDLeft","LACC",17,6,"lit",0.730499
"MDRight","RACC",18,6,"lit",0.110742
"MDLeft","LIFG op",1,6,"joke-lit",0.067464
"MDRight","RIFG op",2,6,"joke-lit",0.267845
"MDLeft","LMFG",3,6,"joke-lit",0.158562
"MDRight","RMFG",4,6,"joke-lit",0.223539
"MDLeft","LMFG orb",5,6,"joke-lit",0.008192
"MDRight","RMFG orb",6,6,"joke-lit",0.015958
"MDLeft","LPrecG",7,6,"joke-lit",0.117135
"MDRight","RPrecG",8,6,"joke-lit",0.158156
"MDLeft","LInsula",9,6,"joke-lit",0.127091
"MDRight","RInsula",10,6,"joke-lit",-0.036977
"MDLeft","LSMA",11,6,"joke-lit",0.21085
"MDRight","RSMA",12,6,"joke-lit",0.108965
"MDLeft","LPar Inf",13,6,"joke-lit",0.250449
"MDRight","RPar Inf",14,6,"joke-lit",0.350535
"MDLeft","LPar Sup",15,6,"joke-lit",0.222568
"MDRight","RPar Sup",16,6,"joke-lit",0.346164
"MDLeft","LACC",17,6,"joke-lit",0.335639
"MDRight","RACC",18,6,"joke-lit",0.198213
"MDLeft","LIFG op",1,7,"joke",0.580833
"MDRight","RIFG op",2,7,"joke",0.258384
"MDLeft","LMFG",3,7,"joke",-0.19582
"MDRight","RMFG",4,7,"joke",-0.440872
"MDLeft","LMFG orb",5,7,"joke",-0.096531
"MDRight","RMFG orb",6,7,"joke",0.434992
"MDLeft","LPrecG",7,7,"joke",0.99253
"MDRight","RPrecG",8,7,"joke",0.082684
"MDLeft","LInsula",9,7,"joke",0.275911
"MDRight","RInsula",10,7,"joke",0.120557
"MDLeft","LSMA",11,7,"joke",0.205075
"MDRight","RSMA",12,7,"joke",0.141028
"MDLeft","LPar Inf",13,7,"joke",0.093153
"MDRight","RPar Inf",14,7,"joke",-0.339044
"MDLeft","LPar Sup",15,7,"joke",0.123159
"MDRight","RPar Sup",16,7,"joke",-0.18768
"MDLeft","LACC",17,7,"joke",-0.605033
"MDRight","RACC",18,7,"joke",-0.460071
"MDLeft","LIFG op",1,7,"lit",0.770974
"MDRight","RIFG op",2,7,"lit",0.590393
"MDLeft","LMFG",3,7,"lit",0.268363
"MDRight","RMFG",4,7,"lit",-0.136426
"MDLeft","LMFG orb",5,7,"lit",0.455895
"MDRight","RMFG orb",6,7,"lit",0.638886
"MDLeft","LPrecG",7,7,"lit",0.957716
"MDRight","RPrecG",8,7,"lit",0.031192
"MDLeft","LInsula",9,7,"lit",0.428395
"MDRight","RInsula",10,7,"lit",0.372704
"MDLeft","LSMA",11,7,"lit",0.270545
"MDRight","RSMA",12,7,"lit",0.313829
"MDLeft","LPar Inf",13,7,"lit",0.045986
"MDRight","RPar Inf",14,7,"lit",-0.376169
"MDLeft","LPar Sup",15,7,"lit",0.107178
"MDRight","RPar Sup",16,7,"lit",-0.148655
"MDLeft","LACC",17,7,"lit",-0.100937
"MDRight","RACC",18,7,"lit",-0.110876
"MDLeft","LIFG op",1,7,"joke-lit",-0.190142
"MDRight","RIFG op",2,7,"joke-lit",-0.33201
"MDLeft","LMFG",3,7,"joke-lit",-0.464183
"MDRight","RMFG",4,7,"joke-lit",-0.304446
"MDLeft","LMFG orb",5,7,"joke-lit",-0.552426
"MDRight","RMFG orb",6,7,"joke-lit",-0.203894
"MDLeft","LPrecG",7,7,"joke-lit",0.034814
"MDRight","RPrecG",8,7,"joke-lit",0.051493
"MDLeft","LInsula",9,7,"joke-lit",-0.152484
"MDRight","RInsula",10,7,"joke-lit",-0.252147
"MDLeft","LSMA",11,7,"joke-lit",-0.06547
"MDRight","RSMA",12,7,"joke-lit",-0.172801
"MDLeft","LPar Inf",13,7,"joke-lit",0.047168
"MDRight","RPar Inf",14,7,"joke-lit",0.037125
"MDLeft","LPar Sup",15,7,"joke-lit",0.01598
"MDRight","RPar Sup",16,7,"joke-lit",-0.039025
"MDLeft","LACC",17,7,"joke-lit",-0.504097
"MDRight","RACC",18,7,"joke-lit",-0.349195
"MDLeft","LIFG op",1,8,"joke",1.392936
"MDRight","RIFG op",2,8,"joke",0.857196
"MDLeft","LMFG",3,8,"joke",0.303978
"MDRight","RMFG",4,8,"joke",0.215748
"MDLeft","LMFG orb",5,8,"joke",0.035891
"MDRight","RMFG orb",6,8,"joke",-0.01469
"MDLeft","LPrecG",7,8,"joke",1.073719
"MDRight","RPrecG",8,8,"joke",0.250697
"MDLeft","LInsula",9,8,"joke",0.602529
"MDRight","RInsula",10,8,"joke",0.347761
"MDLeft","LSMA",11,8,"joke",1.392773
"MDRight","RSMA",12,8,"joke",1.135148
"MDLeft","LPar Inf",13,8,"joke",0.536395
"MDRight","RPar Inf",14,8,"joke",-0.134432
"MDLeft","LPar Sup",15,8,"joke",0.21996
"MDRight","RPar Sup",16,8,"joke",-0.030344
"MDLeft","LACC",17,8,"joke",0.385891
"MDRight","RACC",18,8,"joke",0.366819
"MDLeft","LIFG op",1,8,"lit",1.267998
"MDRight","RIFG op",2,8,"lit",1.139553
"MDLeft","LMFG",3,8,"lit",-0.00519
"MDRight","RMFG",4,8,"lit",-0.054828
"MDLeft","LMFG orb",5,8,"lit",-0.084108
"MDRight","RMFG orb",6,8,"lit",0.128293
"MDLeft","LPrecG",7,8,"lit",1.068117
"MDRight","RPrecG",8,8,"lit",0.159279
"MDLeft","LInsula",9,8,"lit",0.379101
"MDRight","RInsula",10,8,"lit",0.314125
"MDLeft","LSMA",11,8,"lit",1.236329
"MDRight","RSMA",12,8,"lit",1.07267
"MDLeft","LPar Inf",13,8,"lit",0.353889
"MDRight","RPar Inf",14,8,"lit",-0.489262
"MDLeft","LPar Sup",15,8,"lit",0.039867
"MDRight","RPar Sup",16,8,"lit",-0.010602
"MDLeft","LACC",17,8,"lit",0.176789
"MDRight","RACC",18,8,"lit",0.230423
"MDLeft","LIFG op",1,8,"joke-lit",0.124938
"MDRight","RIFG op",2,8,"joke-lit",-0.282356
"MDLeft","LMFG",3,8,"joke-lit",0.309168
"MDRight","RMFG",4,8,"joke-lit",0.270575
"MDLeft","LMFG orb",5,8,"joke-lit",0.119999
"MDRight","RMFG orb",6,8,"joke-lit",-0.142983
"MDLeft","LPrecG",7,8,"joke-lit",0.005602
"MDRight","RPrecG",8,8,"joke-lit",0.091419
"MDLeft","LInsula",9,8,"joke-lit",0.223428
"MDRight","RInsula",10,8,"joke-lit",0.033636
"MDLeft","LSMA",11,8,"joke-lit",0.156445
"MDRight","RSMA",12,8,"joke-lit",0.062478
"MDLeft","LPar Inf",13,8,"joke-lit",0.182507
"MDRight","RPar Inf",14,8,"joke-lit",0.35483
"MDLeft","LPar Sup",15,8,"joke-lit",0.180093
"MDRight","RPar Sup",16,8,"joke-lit",-0.019742
"MDLeft","LACC",17,8,"joke-lit",0.209103
"MDRight","RACC",18,8,"joke-lit",0.136397
"MDLeft","LIFG op",1,9,"joke",0.159034
"MDRight","RIFG op",2,9,"joke",0.05391
"MDLeft","LMFG",3,9,"joke",0.44876
"MDRight","RMFG",4,9,"joke",-0.004318
"MDLeft","LMFG orb",5,9,"joke",0.172779
"MDRight","RMFG orb",6,9,"joke",-0.203469
"MDLeft","LPrecG",7,9,"joke",0.287246
"MDRight","RPrecG",8,9,"joke",0.00535
"MDLeft","LInsula",9,9,"joke",0.302298
"MDRight","RInsula",10,9,"joke",0.081801
"MDLeft","LSMA",11,9,"joke",1.099522
"MDRight","RSMA",12,9,"joke",0.663131
"MDLeft","LPar Inf",13,9,"joke",0.330382
"MDRight","RPar Inf",14,9,"joke",0.298631
"MDLeft","LPar Sup",15,9,"joke",0.013202
"MDRight","RPar Sup",16,9,"joke",-0.037398
"MDLeft","LACC",17,9,"joke",0.176997
"MDRight","RACC",18,9,"joke",0.479716
"MDLeft","LIFG op",1,9,"lit",0.03621
"MDRight","RIFG op",2,9,"lit",0.034661
"MDLeft","LMFG",3,9,"lit",0.249949
"MDRight","RMFG",4,9,"lit",-0.13327
"MDLeft","LMFG orb",5,9,"lit",-0.24414
"MDRight","RMFG orb",6,9,"lit",-0.544662
"MDLeft","LPrecG",7,9,"lit",0.213412
"MDRight","RPrecG",8,9,"lit",-0.017832
"MDLeft","LInsula",9,9,"lit",0.193959
"MDRight","RInsula",10,9,"lit",0.012248
"MDLeft","LSMA",11,9,"lit",0.697447
"MDRight","RSMA",12,9,"lit",0.504411
"MDLeft","LPar Inf",13,9,"lit",0.221836
"MDRight","RPar Inf",14,9,"lit",0.245159
"MDLeft","LPar Sup",15,9,"lit",-0.080365
"MDRight","RPar Sup",16,9,"lit",-0.089653
"MDLeft","LACC",17,9,"lit",0.02798
"MDRight","RACC",18,9,"lit",0.38386
"MDLeft","LIFG op",1,9,"joke-lit",0.122824
"MDRight","RIFG op",2,9,"joke-lit",0.019248
"MDLeft","LMFG",3,9,"joke-lit",0.198811
"MDRight","RMFG",4,9,"joke-lit",0.128952
"MDLeft","LMFG orb",5,9,"joke-lit",0.416919
"MDRight","RMFG orb",6,9,"joke-lit",0.341193
"MDLeft","LPrecG",7,9,"joke-lit",0.073834
"MDRight","RPrecG",8,9,"joke-lit",0.023182
"MDLeft","LInsula",9,9,"joke-lit",0.108339
"MDRight","RInsula",10,9,"joke-lit",0.069553
"MDLeft","LSMA",11,9,"joke-lit",0.402075
"MDRight","RSMA",12,9,"joke-lit",0.15872
"MDLeft","LPar Inf",13,9,"joke-lit",0.108546
"MDRight","RPar Inf",14,9,"joke-lit",0.053472
"MDLeft","LPar Sup",15,9,"joke-lit",0.093567
"MDRight","RPar Sup",16,9,"joke-lit",0.052254
"MDLeft","LACC",17,9,"joke-lit",0.149017
"MDRight","RACC",18,9,"joke-lit",0.095855
"MDLeft","LIFG op",1,10,"joke",1.012798
"MDRight","RIFG op",2,10,"joke",1.383327
"MDLeft","LMFG",3,10,"joke",-0.045433
"MDRight","RMFG",4,10,"joke",0.188268
"MDLeft","LMFG orb",5,10,"joke",0.019488
"MDRight","RMFG orb",6,10,"joke",0.487659
"MDLeft","LPrecG",7,10,"joke",1.753886
"MDRight","RPrecG",8,10,"joke",1.045766
"MDLeft","LInsula",9,10,"joke",0.589891
"MDRight","RInsula",10,10,"joke",0.243973
"MDLeft","LSMA",11,10,"joke",2.188535
"MDRight","RSMA",12,10,"joke",1.081724
"MDLeft","LPar Inf",13,10,"joke",1.087565
"MDRight","RPar Inf",14,10,"joke",0.265761
"MDLeft","LPar Sup",15,10,"joke",0.67638
"MDRight","RPar Sup",16,10,"joke",0.782487
"MDLeft","LACC",17,10,"joke",-0.290323
"MDRight","RACC",18,10,"joke",0.208021
"MDLeft","LIFG op",1,10,"lit",0.959828
"MDRight","RIFG op",2,10,"lit",1.33769
"MDLeft","LMFG",3,10,"lit",-0.691701
"MDRight","RMFG",4,10,"lit",0.088356
"MDLeft","LMFG orb",5,10,"lit",-0.276568
"MDRight","RMFG orb",6,10,"lit",0.509087
"MDLeft","LPrecG",7,10,"lit",1.695804
"MDRight","RPrecG",8,10,"lit",0.847749
"MDLeft","LInsula",9,10,"lit",0.316126
"MDRight","RInsula",10,10,"lit",0.087849
"MDLeft","LSMA",11,10,"lit",1.869677
"MDRight","RSMA",12,10,"lit",0.972089
"MDLeft","LPar Inf",13,10,"lit",0.772367
"MDRight","RPar Inf",14,10,"lit",0.204214
"MDLeft","LPar Sup",15,10,"lit",0.557222
"MDRight","RPar Sup",16,10,"lit",0.713124
"MDLeft","LACC",17,10,"lit",-0.578234
"MDRight","RACC",18,10,"lit",0.006561
"MDLeft","LIFG op",1,10,"joke-lit",0.05297
"MDRight","RIFG op",2,10,"joke-lit",0.045638
"MDLeft","LMFG",3,10,"joke-lit",0.646268
"MDRight","RMFG",4,10,"joke-lit",0.099912
"MDLeft","LMFG orb",5,10,"joke-lit",0.296056
"MDRight","RMFG orb",6,10,"joke-lit",-0.021428
"MDLeft","LPrecG",7,10,"joke-lit",0.058082
"MDRight","RPrecG",8,10,"joke-lit",0.198017
"MDLeft","LInsula",9,10,"joke-lit",0.273765
"MDRight","RInsula",10,10,"joke-lit",0.156125
"MDLeft","LSMA",11,10,"joke-lit",0.318858
"MDRight","RSMA",12,10,"joke-lit",0.109635
"MDLeft","LPar Inf",13,10,"joke-lit",0.315198
"MDRight","RPar Inf",14,10,"joke-lit",0.061547
"MDLeft","LPar Sup",15,10,"joke-lit",0.119159
"MDRight","RPar Sup",16,10,"joke-lit",0.069363
"MDLeft","LACC",17,10,"joke-lit",0.287911
"MDRight","RACC",18,10,"joke-lit",0.201461
"MDLeft","LIFG op",1,11,"joke",0.47737
"MDRight","RIFG op",2,11,"joke",0.414269
"MDLeft","LMFG",3,11,"joke",0.685179
"MDRight","RMFG",4,11,"joke",0.191951
"MDLeft","LMFG orb",5,11,"joke",1.769775
"MDRight","RMFG orb",6,11,"joke",0.186768
"MDLeft","LPrecG",7,11,"joke",0.315983
"MDRight","RPrecG",8,11,"joke",0.032345
"MDLeft","LInsula",9,11,"joke",0.214509
"MDRight","RInsula",10,11,"joke",0.329596
"MDLeft","LSMA",11,11,"joke",1.604773
"MDRight","RSMA",12,11,"joke",0.860372
"MDLeft","LPar Inf",13,11,"joke",0.356978
"MDRight","RPar Inf",14,11,"joke",-0.320526
"MDLeft","LPar Sup",15,11,"joke",0.643512
"MDRight","RPar Sup",16,11,"joke",0.087654
"MDLeft","LACC",17,11,"joke",-0.373874
"MDRight","RACC",18,11,"joke",-0.215713
"MDLeft","LIFG op",1,11,"lit",0.635494
"MDRight","RIFG op",2,11,"lit",0.647827
"MDLeft","LMFG",3,11,"lit",1.243026
"MDRight","RMFG",4,11,"lit",0.608826
"MDLeft","LMFG orb",5,11,"lit",2.647041
"MDRight","RMFG orb",6,11,"lit",0.603191
"MDLeft","LPrecG",7,11,"lit",0.370162
"MDRight","RPrecG",8,11,"lit",0.528834
"MDLeft","LInsula",9,11,"lit",0.363295
"MDRight","RInsula",10,11,"lit",0.606607
"MDLeft","LSMA",11,11,"lit",2.080555
"MDRight","RSMA",12,11,"lit",1.048389
"MDLeft","LPar Inf",13,11,"lit",0.548888
"MDRight","RPar Inf",14,11,"lit",0.012392
"MDLeft","LPar Sup",15,11,"lit",0.71269
"MDRight","RPar Sup",16,11,"lit",0.419939
"MDLeft","LACC",17,11,"lit",-0.155921
"MDRight","RACC",18,11,"lit",0.032567
"MDLeft","LIFG op",1,11,"joke-lit",-0.158124
"MDRight","RIFG op",2,11,"joke-lit",-0.233559
"MDLeft","LMFG",3,11,"joke-lit",-0.557847
"MDRight","RMFG",4,11,"joke-lit",-0.416875
"MDLeft","LMFG orb",5,11,"joke-lit",-0.877265
"MDRight","RMFG orb",6,11,"joke-lit",-0.416423
"MDLeft","LPrecG",7,11,"joke-lit",-0.054179
"MDRight","RPrecG",8,11,"joke-lit",-0.496489
"MDLeft","LInsula",9,11,"joke-lit",-0.148785
"MDRight","RInsula",10,11,"joke-lit",-0.277011
"MDLeft","LSMA",11,11,"joke-lit",-0.475783
"MDRight","RSMA",12,11,"joke-lit",-0.188017
"MDLeft","LPar Inf",13,11,"joke-lit",-0.19191
"MDRight","RPar Inf",14,11,"joke-lit",-0.332918
"MDLeft","LPar Sup",15,11,"joke-lit",-0.069177
"MDRight","RPar Sup",16,11,"joke-lit",-0.332285
"MDLeft","LACC",17,11,"joke-lit",-0.217954
"MDRight","RACC",18,11,"joke-lit",-0.24828
"MDLeft","LIFG op",1,12,"joke",1.628783
"MDRight","RIFG op",2,12,"joke",0.762626
"MDLeft","LMFG",3,12,"joke",1.268549
"MDRight","RMFG",4,12,"joke",0.817062
"MDLeft","LMFG orb",5,12,"joke",0.467403
"MDRight","RMFG orb",6,12,"joke",0.655399
"MDLeft","LPrecG",7,12,"joke",1.456069
"MDRight","RPrecG",8,12,"joke",1.192003
"MDLeft","LInsula",9,12,"joke",1.176229
"MDRight","RInsula",10,12,"joke",0.702148
"MDLeft","LSMA",11,12,"joke",2.10467
"MDRight","RSMA",12,12,"joke",1.24784
"MDLeft","LPar Inf",13,12,"joke",0.952203
"MDRight","RPar Inf",14,12,"joke",0.566102
"MDLeft","LPar Sup",15,12,"joke",1.329126
"MDRight","RPar Sup",16,12,"joke",0.754242
"MDLeft","LACC",17,12,"joke",1.559054
"MDRight","RACC",18,12,"joke",1.122998
"MDLeft","LIFG op",1,12,"lit",1.312593
"MDRight","RIFG op",2,12,"lit",0.738212
"MDLeft","LMFG",3,12,"lit",0.932612
"MDRight","RMFG",4,12,"lit",0.732913
"MDLeft","LMFG orb",5,12,"lit",0.359307
"MDRight","RMFG orb",6,12,"lit",0.49684
"MDLeft","LPrecG",7,12,"lit",1.301294
"MDRight","RPrecG",8,12,"lit",1.154138
"MDLeft","LInsula",9,12,"lit",0.860316
"MDRight","RInsula",10,12,"lit",0.540829
"MDLeft","LSMA",11,12,"lit",1.763033
"MDRight","RSMA",12,12,"lit",1.048363
"MDLeft","LPar Inf",13,12,"lit",0.816825
"MDRight","RPar Inf",14,12,"lit",0.482379
"MDLeft","LPar Sup",15,12,"lit",1.069282
"MDRight","RPar Sup",16,12,"lit",0.708068
"MDLeft","LACC",17,12,"lit",1.084463
"MDRight","RACC",18,12,"lit",0.886289
"MDLeft","LIFG op",1,12,"joke-lit",0.31619
"MDRight","RIFG op",2,12,"joke-lit",0.024414
"MDLeft","LMFG",3,12,"joke-lit",0.335936
"MDRight","RMFG",4,12,"joke-lit",0.084149
"MDLeft","LMFG orb",5,12,"joke-lit",0.108096
"MDRight","RMFG orb",6,12,"joke-lit",0.158559
"MDLeft","LPrecG",7,12,"joke-lit",0.154775
"MDRight","RPrecG",8,12,"joke-lit",0.037866
"MDLeft","LInsula",9,12,"joke-lit",0.315913
"MDRight","RInsula",10,12,"joke-lit",0.161319
"MDLeft","LSMA",11,12,"joke-lit",0.341637
"MDRight","RSMA",12,12,"joke-lit",0.199477
"MDLeft","LPar Inf",13,12,"joke-lit",0.135378
"MDRight","RPar Inf",14,12,"joke-lit",0.083722
"MDLeft","LPar Sup",15,12,"joke-lit",0.259844
"MDRight","RPar Sup",16,12,"joke-lit",0.046174
"MDLeft","LACC",17,12,"joke-lit",0.474591
"MDRight","RACC",18,12,"joke-lit",0.236709
"ToM","DM PFC",1,1,"joke",1.557441
"ToM","LTPJ",2,1,"joke",0.319865
"ToM","MM PFC",3,1,"joke",0.013194
"ToM","PC",4,1,"joke",-0.021808
"ToM","RTPJ",5,1,"joke",0.071869
"ToM","RSTS",7,1,"joke",0.297458
"ToM","DM PFC",1,1,"lit",1.40271
"ToM","LTPJ",2,1,"lit",0.229798
"ToM","MM PFC",3,1,"lit",-0.430563
"ToM","PC",4,1,"lit",-0.237655
"ToM","RTPJ",5,1,"lit",-0.120294
"ToM","RSTS",7,1,"lit",0.114143
"ToM","DM PFC",1,1,"joke-lit",0.154731
"ToM","LTPJ",2,1,"joke-lit",0.090067
"ToM","MM PFC",3,1,"joke-lit",0.443757
"ToM","PC",4,1,"joke-lit",0.215847
"ToM","RTPJ",5,1,"joke-lit",0.192163
"ToM","RSTS",7,1,"joke-lit",0.183316
"ToM","DM PFC",1,2,"joke",0.504243
"ToM","LTPJ",2,2,"joke",0.42261
"ToM","MM PFC",3,2,"joke",-0.137268
"ToM","PC",4,2,"joke",0.065792
"ToM","RTPJ",5,2,"joke",0.103543
"ToM","RSTS",7,2,"joke",0.492773
"ToM","DM PFC",1,2,"lit",0.569899
"ToM","LTPJ",2,2,"lit",0.3581
"ToM","MM PFC",3,2,"lit",-0.493862
"ToM","PC",4,2,"lit",-0.022212
"ToM","RTPJ",5,2,"lit",0.160711
"ToM","RSTS",7,2,"lit",0.58417
"ToM","DM PFC",1,2,"joke-lit",-0.065657
"ToM","LTPJ",2,2,"joke-lit",0.06451
"ToM","MM PFC",3,2,"joke-lit",0.356594
"ToM","PC",4,2,"joke-lit",0.088004
"ToM","RTPJ",5,2,"joke-lit",-0.057168
"ToM","RSTS",7,2,"joke-lit",-0.091397
"ToM","DM PFC",1,3,"joke",0.519893
"ToM","LTPJ",2,3,"joke",0.056116
"ToM","MM PFC",3,3,"joke",0.060522
"ToM","PC",4,3,"joke",0.037049
"ToM","RTPJ",5,3,"joke",0.163833
"ToM","RSTS",7,3,"joke",0.080908
"ToM","DM PFC",1,3,"lit",0.098289
"ToM","LTPJ",2,3,"lit",-0.251284
"ToM","MM PFC",3,3,"lit",-0.133653
"ToM","PC",4,3,"lit",-0.219522
"ToM","RTPJ",5,3,"lit",0.04865
"ToM","RSTS",7,3,"lit",-0.005071
"ToM","DM PFC",1,3,"joke-lit",0.421604
"ToM","LTPJ",2,3,"joke-lit",0.3074
"ToM","MM PFC",3,3,"joke-lit",0.194175
"ToM","PC",4,3,"joke-lit",0.25657
"ToM","RTPJ",5,3,"joke-lit",0.115183
"ToM","RSTS",7,3,"joke-lit",0.085979
"ToM","DM PFC",1,4,"joke",-0.056584
"ToM","LTPJ",2,4,"joke",0.855038
"ToM","MM PFC",3,4,"joke",0.386472
"ToM","PC",4,4,"joke",0.250964
"ToM","RTPJ",5,4,"joke",0.085078
"ToM","RSTS",7,4,"joke",0.40728
"ToM","DM PFC",1,4,"lit",-0.138515
"ToM","LTPJ",2,4,"lit",0.686394
"ToM","MM PFC",3,4,"lit",0.319656
"ToM","PC",4,4,"lit",0.158318
"ToM","RTPJ",5,4,"lit",-0.030764
"ToM","RSTS",7,4,"lit",0.281052
"ToM","DM PFC",1,4,"joke-lit",0.081931
"ToM","LTPJ",2,4,"joke-lit",0.168645
"ToM","MM PFC",3,4,"joke-lit",0.066816
"ToM","PC",4,4,"joke-lit",0.092646
"ToM","RTPJ",5,4,"joke-lit",0.115842
"ToM","RSTS",7,4,"joke-lit",0.126228
"ToM","DM PFC",1,5,"joke",0.122145
"ToM","LTPJ",2,5,"joke",0.322294
"ToM","MM PFC",3,5,"joke",0.046985
"ToM","PC",4,5,"joke",-0.01777
"ToM","RTPJ",5,5,"joke",0.103643
"ToM","RSTS",7,5,"joke",0.162122
"ToM","DM PFC",1,5,"lit",0.03604
"ToM","LTPJ",2,5,"lit",0.285254
"ToM","MM PFC",3,5,"lit",-0.088994
"ToM","PC",4,5,"lit",0.033073
"ToM","RTPJ",5,5,"lit",0.090922
"ToM","RSTS",7,5,"lit",0.207606
"ToM","DM PFC",1,5,"joke-lit",0.086105
"ToM","LTPJ",2,5,"joke-lit",0.03704
"ToM","MM PFC",3,5,"joke-lit",0.135979
"ToM","PC",4,5,"joke-lit",-0.050844
"ToM","RTPJ",5,5,"joke-lit",0.01272
"ToM","RSTS",7,5,"joke-lit",-0.045483
"ToM","DM PFC",1,6,"joke",0.919579
"ToM","LTPJ",2,6,"joke",0.550602
"ToM","MM PFC",3,6,"joke",-0.08975
"ToM","PC",4,6,"joke",-0.024874
"ToM","RTPJ",5,6,"joke",0.180743
"ToM","RSTS",7,6,"joke",0.384151
"ToM","DM PFC",1,6,"lit",0.76507
"ToM","LTPJ",2,6,"lit",0.37786
"ToM","MM PFC",3,6,"lit",-0.349049
"ToM","PC",4,6,"lit",-0.375514
"ToM","RTPJ",5,6,"lit",-0.101071
"ToM","RSTS",7,6,"lit",0.229269
"ToM","DM PFC",1,6,"joke-lit",0.154509
"ToM","LTPJ",2,6,"joke-lit",0.172742
"ToM","MM PFC",3,6,"joke-lit",0.259299
"ToM","PC",4,6,"joke-lit",0.35064
"ToM","RTPJ",5,6,"joke-lit",0.281814
"ToM","RSTS",7,6,"joke-lit",0.154882
"ToM","DM PFC",1,7,"joke",-0.30342
"ToM","LTPJ",2,7,"joke",0.238064
"ToM","MM PFC",3,7,"joke",-0.307757
"ToM","PC",4,7,"joke",-0.36601
"ToM","RTPJ",5,7,"joke",-0.308336
"ToM","RSTS",7,7,"joke",-0.227989
"ToM","DM PFC",1,7,"lit",-0.024737
"ToM","LTPJ",2,7,"lit",0.330174
"ToM","MM PFC",3,7,"lit",-0.10892
"ToM","PC",4,7,"lit",-0.220973
"ToM","RTPJ",5,7,"lit",-0.240613
"ToM","RSTS",7,7,"lit",-0.005767
"ToM","DM PFC",1,7,"joke-lit",-0.278683
"ToM","LTPJ",2,7,"joke-lit",-0.09211
"ToM","MM PFC",3,7,"joke-lit",-0.198836
"ToM","PC",4,7,"joke-lit",-0.145037
"ToM","RTPJ",5,7,"joke-lit",-0.067723
"ToM","RSTS",7,7,"joke-lit",-0.222222
"ToM","DM PFC",1,8,"joke",0.266087
"ToM","LTPJ",2,8,"joke",0.418915
"ToM","MM PFC",3,8,"joke",-0.233988
"ToM","PC",4,8,"joke",0.181473
"ToM","RTPJ",5,8,"joke",-0.051848
"ToM","RSTS",7,8,"joke",0.146185
"ToM","DM PFC",1,8,"lit",0.217561
"ToM","LTPJ",2,8,"lit",0.359153
"ToM","MM PFC",3,8,"lit",-0.341632
"ToM","PC",4,8,"lit",-0.060155
"ToM","RTPJ",5,8,"lit",-0.323321
"ToM","RSTS",7,8,"lit",0.015529
"ToM","DM PFC",1,8,"joke-lit",0.048526
"ToM","LTPJ",2,8,"joke-lit",0.059761
"ToM","MM PFC",3,8,"joke-lit",0.107644
"ToM","PC",4,8,"joke-lit",0.241628
"ToM","RTPJ",5,8,"joke-lit",0.271474
"ToM","RSTS",7,8,"joke-lit",0.130656
"ToM","DM PFC",1,9,"joke",1.077979
